FT,ToD,DoW,DIR,MOVE
675,5,1,dn,nm
680,5,1,up,mv
685,5,1,up,mv
690,5,1,dn,mv
695,5,1,up,mv
700,5,1,up,nm
705,5,1,up,nm
710,5,1,up,nm
715,5,1,up,mv
720,5,1,dn,mv
725,5,1,up,mv
730,5,1,up,nm
735,5,1,up,nm
740,5,1,up,nm
745,5,1,dn,nm
750,5,1,up,nm
755,5,1,up,nm
760,5,1,dn,mv
765,5,1,up,mv
770,5,1,up,nm
775,5,1,up,mv
780,5,1,dn,nm
785,5,1,dn,mv
790,5,1,up,nm
795,5,1,up,nm
800,5,1,up,nm
805,5,1,dn,mv
810,5,1,dn,nm
815,5,1,up,mv
820,5,1,up,mv
825,5,1,dn,mv
830,5,1,dn,nm
835,5,1,up,mv
840,5,1,dn,nm
845,5,1,dn,nm
850,5,1,dn,mv
855,5,1,up,nm
860,5,1,dn,mv
865,5,1,up,mv
870,5,1,up,mv
875,5,1,dn,nm
880,5,1,dn,mv
885,5,1,up,mv
890,5,1,up,nm
895,5,1,up,mv
900,5,1,dn,nm
905,5,1,dn,nm
910,5,1,dn,mv
915,5,1,dn,nm
920,5,1,dn,nm
925,5,1,dn,nm
930,5,1,up,mv
935,5,1,dn,mv
940,5,1,dn,mv
945,5,0,dn,mv
950,5,0,up,mv
955,5,0,up,mv
960,5,0,up,mv
965,5,0,up,mv
970,5,0,up,nm
975,5,0,up,mv
980,5,0,dn,mv
985,5,0,dn,nm
990,5,0,dn,nm
995,5,0,up,nm
1000,5,0,up,nm
1005,5,0,dn,mv
1010,5,0,up,mv
1015,5,0,dn,mv
1080,1,0,up,mv
1085,1,0,dn,mv
1090,1,0,dn,mv
1095,1,0,dn,nm
1100,1,0,dn,nm
1105,1,0,up,nm
1110,1,0,dn,nm
1115,1,0,dn,nm
1120,1,0,dn,nm
1125,1,0,up,nm
1130,1,0,up,nm
1135,1,0,dn,mv
1140,1,0,dn,mv
1145,1,0,up,nm
1150,1,0,up,nm
1155,1,0,dn,nm
1160,1,0,up,nm
1165,1,0,up,nm
1170,1,0,dn,nm
1175,1,0,dn,mv
1180,1,0,up,mv
1185,1,0,dn,mv
1190,1,0,dn,nm
1195,1,0,up,nm
1200,1,0,dn,mv
1205,1,0,dn,mv
1210,1,0,up,mv
1215,1,0,up,nm
1220,1,0,dn,nm
1225,1,0,up,nm
1230,1,0,up,nm
1235,1,0,dn,nm
1240,1,0,up,mv
1245,1,0,dn,mv
1250,1,0,dn,mv
1255,1,0,dn,nm
1260,1,0,dn,nm
1265,1,0,up,nm
1270,1,0,up,mv
1275,1,0,dn,nm
1280,1,0,dn,nm
1285,1,0,dn,nm
1290,1,0,up,nm
1295,1,0,up,nm
1300,1,0,up,nm
1305,1,0,dn,nm
1310,1,0,dn,nm
1315,1,0,up,nm
1320,1,0,up,nm
1325,1,0,dn,nm
1330,1,0,dn,nm
1335,1,0,up,mv
1340,1,0,up,mv
1345,1,0,dn,mv
1350,1,0,dn,mv
1355,1,0,dn,mv
1360,1,0,up,nm
1365,1,0,up,mv
1370,1,0,up,nm
1375,1,0,dn,nm
1380,1,0,up,nm
1385,1,0,dn,nm
1390,1,0,dn,nm
1395,1,0,dn,mv
1400,1,0,up,nm
1405,1,0,up,mv
1410,1,0,up,mv
1415,1,0,dn,mv
1420,1,0,dn,nm
1425,1,0,dn,mv
1430,1,0,dn,mv
1435,1,0,up,nm
0,1,0,dn,nm
5,1,0,dn,mv
10,1,0,up,nm
15,1,0,dn,mv
20,1,0,up,mv
25,1,0,dn,mv
30,1,0,dn,mv
35,1,0,dn,mv
40,1,0,dn,mv
45,1,0,up,mv
50,1,0,up,mv
55,1,0,dn,mv
60,1,0,up,nm
65,1,0,dn,mv
70,1,0,dn,mv
75,1,0,up,mv
80,1,0,dn,mv
85,1,0,dn,mv
90,1,0,dn,mv
95,1,0,up,nm
100,1,0,up,mv
105,1,0,dn,nm
110,1,0,dn,mv
115,1,0,dn,mv
120,1,0,up,mv
125,1,0,dn,nm
130,1,0,up,nm
135,1,0,dn,nm
140,1,0,dn,nm
145,1,0,up,nm
150,1,0,up,nm
155,1,0,up,nm
160,1,0,up,mv
165,1,0,dn,nm
170,1,0,dn,mv
175,1,0,up,mv
180,1,0,up,nm
185,1,0,up,nm
190,1,0,dn,mv
195,1,0,dn,mv
200,1,0,dn,mv
205,1,0,up,nm
210,1,0,dn,nm
215,1,0,dn,nm
220,1,0,up,mv
225,1,0,dn,mv
230,1,0,dn,mv
235,1,0,up,mv
240,1,0,dn,nm
245,1,0,dn,mv
250,1,0,up,mv
255,1,0,up,nm
260,1,0,up,nm
265,1,0,up,nm
270,1,0,dn,mv
275,1,0,up,mv
280,1,0,up,mv
285,1,0,up,nm
290,1,0,up,mv
295,1,0,up,mv
300,1,0,dn,mv
305,1,0,dn,nm
310,1,0,dn,mv
315,1,0,up,mv
320,1,0,up,mv
325,1,0,up,nm
330,1,0,up,mv
335,1,0,dn,mv
340,1,0,dn,nm
345,1,0,dn,mv
350,1,0,up,mv
355,1,0,up,mv
360,1,0,up,nm
365,1,0,up,nm
370,1,0,dn,nm
375,1,0,dn,nm
380,1,0,up,mv
385,1,0,dn,nm
390,1,0,dn,nm
395,1,0,dn,nm
400,1,0,up,nm
405,1,0,up,nm
410,1,0,dn,nm
415,1,0,dn,mv
420,1,0,up,mv
425,1,0,up,nm
430,1,0,up,nm
435,1,0,dn,nm
440,1,0,dn,nm
445,1,0,up,nm
450,1,0,up,nm
455,1,0,dn,nm
460,1,0,dn,nm
465,1,0,dn,nm
470,1,0,dn,nm
475,1,0,dn,mv
480,1,0,up,mv
485,1,0,dn,mv
490,1,0,up,mv
495,1,0,up,nm
500,1,0,up,mv
505,1,0,dn,nm
510,1,0,dn,nm
515,1,0,dn,nm
520,1,0,dn,nm
525,1,1,up,mv
530,1,1,dn,mv
535,1,1,up,mv
540,1,1,up,nm
545,1,1,up,mv
550,1,1,dn,mv
555,1,1,up,nm
560,1,1,dn,nm
565,1,1,dn,mv
570,1,1,up,nm
575,1,1,dn,nm
580,1,1,up,mv
585,1,1,up,mv
590,1,1,dn,mv
595,1,1,up,mv
600,1,1,up,mv
605,1,1,up,mv
610,1,1,dn,nm
615,1,1,dn,mv
620,1,1,up,mv
625,1,1,up,mv
630,1,1,up,mv
635,1,1,up,mv
640,1,1,up,mv
645,1,1,up,mv
650,1,1,up,mv
655,1,1,dn,nm
660,1,1,up,mv
665,1,1,up,nm
670,1,1,dn,nm
675,1,1,dn,mv
680,1,1,up,nm
685,1,1,dn,nm
690,1,1,up,nm
695,1,1,dn,mv
700,1,1,up,mv
705,1,1,dn,mv
710,1,1,up,mv
715,1,1,dn,nm
720,1,1,dn,mv
725,1,1,up,nm
730,1,1,up,mv
735,1,1,up,nm
740,1,1,dn,nm
745,1,1,up,nm
750,1,1,dn,mv
755,1,1,up,mv
760,1,1,up,mv
765,1,1,up,mv
770,1,1,up,nm
775,1,1,dn,mv
780,1,1,up,nm
785,1,1,up,nm
790,1,1,dn,nm
795,1,1,up,nm
800,1,1,dn,nm
805,1,1,dn,nm
810,1,1,up,nm
815,1,1,up,nm
820,1,1,up,mv
825,1,1,up,mv
830,1,1,up,nm
835,1,1,up,nm
840,1,1,up,nm
845,1,1,dn,nm
850,1,1,dn,nm
855,1,1,up,mv
860,1,1,up,nm
865,1,1,up,mv
870,1,1,up,mv
875,1,1,dn,mv
880,1,1,up,mv
885,1,1,dn,mv
890,1,1,dn,mv
895,1,1,dn,mv
900,1,1,dn,mv
905,1,1,up,nm
910,1,1,dn,mv
915,1,1,up,nm
920,1,1,dn,nm
925,1,1,up,nm
930,1,1,dn,nm
935,1,1,dn,mv
940,1,1,up,mv
945,1,0,dn,mv
950,1,0,up,nm
955,1,0,up,mv
960,1,0,dn,nm
965,1,0,up,nm
970,1,0,dn,nm
975,1,0,up,nm
980,1,0,up,nm
985,1,0,up,nm
990,1,0,up,nm
995,1,0,dn,nm
1000,1,0,up,nm
1005,1,0,dn,mv
1010,1,0,dn,mv
1015,1,0,dn,mv
1080,2,0,up,nm
1085,2,0,up,nm
1090,2,0,dn,nm
1095,2,0,dn,nm
1100,2,0,up,nm
1105,2,0,up,nm
1110,2,0,dn,nm
1115,2,0,up,nm
1120,2,0,dn,nm
1125,2,0,dn,nm
1130,2,0,dn,nm
1135,2,0,dn,nm
1140,2,0,up,nm
1145,2,0,dn,nm
1150,2,0,dn,nm
1155,2,0,up,nm
1160,2,0,dn,nm
1165,2,0,dn,nm
1170,2,0,up,nm
1175,2,0,dn,nm
1180,2,0,dn,nm
1185,2,0,up,nm
1190,2,0,dn,nm
1195,2,0,dn,nm
1200,2,0,dn,nm
1205,2,0,up,nm
1210,2,0,dn,nm
1215,2,0,dn,nm
1220,2,0,up,nm
1225,2,0,dn,nm
1230,2,0,dn,nm
1235,2,0,up,nm
1240,2,0,dn,nm
1245,2,0,up,nm
1250,2,0,up,mv
1255,2,0,up,mv
1260,2,0,dn,mv
1265,2,0,dn,mv
1270,2,0,up,nm
1275,2,0,up,nm
1280,2,0,dn,mv
1285,2,0,dn,mv
1290,2,0,up,nm
1295,2,0,up,nm
1300,2,0,dn,mv
1305,2,0,dn,nm
1310,2,0,dn,mv
1315,2,0,up,mv
1320,2,0,dn,mv
1325,2,0,up,mv
1330,2,0,up,nm
1335,2,0,dn,mv
1340,2,0,up,mv
1345,2,0,up,mv
1350,2,0,up,nm
1355,2,0,dn,nm
1360,2,0,dn,mv
1365,2,0,up,mv
1370,2,0,dn,mv
1375,2,0,up,mv
1380,2,0,dn,mv
1385,2,0,dn,mv
1390,2,0,dn,mv
1395,2,0,dn,mv
1400,2,0,dn,mv
1405,2,0,dn,mv
1410,2,0,dn,nm
1415,2,0,dn,mv
1420,2,0,up,nm
1425,2,0,dn,nm
1430,2,0,dn,nm
1435,2,0,dn,mv
0,2,0,up,mv
5,2,0,dn,mv
10,2,0,up,nm
15,2,0,up,mv
20,2,0,dn,mv
25,2,0,dn,mv
30,2,0,dn,nm
35,2,0,dn,nm
40,2,0,dn,mv
45,2,0,up,nm
50,2,0,dn,nm
55,2,0,up,nm
60,2,0,up,nm
65,2,0,dn,nm
70,2,0,dn,mv
75,2,0,up,nm
80,2,0,dn,nm
85,2,0,up,mv
90,2,0,dn,nm
95,2,0,up,nm
100,2,0,dn,mv
105,2,0,dn,nm
110,2,0,up,mv
115,2,0,up,mv
120,2,0,dn,nm
125,2,0,dn,nm
130,2,0,dn,mv
135,2,0,up,mv
140,2,0,dn,mv
145,2,0,up,mv
150,2,0,up,mv
155,2,0,up,nm
160,2,0,dn,nm
165,2,0,dn,nm
170,2,0,up,nm
175,2,0,dn,nm
180,2,0,up,mv
185,2,0,dn,mv
190,2,0,dn,mv
195,2,0,up,mv
200,2,0,dn,nm
205,2,0,up,mv
210,2,0,dn,nm
215,2,0,dn,nm
220,2,0,up,nm
225,2,0,up,mv
230,2,0,dn,nm
235,2,0,up,mv
240,2,0,dn,nm
245,2,0,up,mv
250,2,0,dn,mv
255,2,0,dn,mv
260,2,0,dn,mv
265,2,0,dn,mv
270,2,0,dn,mv
275,2,0,dn,mv
280,2,0,dn,mv
285,2,0,up,mv
290,2,0,up,mv
295,2,0,up,nm
300,2,0,up,mv
305,2,0,dn,nm
310,2,0,dn,mv
315,2,0,up,nm
320,2,0,dn,nm
325,2,0,up,nm
330,2,0,dn,mv
335,2,0,dn,mv
340,2,0,dn,mv
345,2,0,dn,mv
350,2,0,dn,nm
355,2,0,dn,nm
360,2,0,dn,nm
365,2,0,up,nm
370,2,0,dn,nm
375,2,0,dn,nm
380,2,0,up,nm
385,2,0,dn,mv
390,2,0,up,mv
395,2,0,up,nm
400,2,0,up,nm
405,2,0,up,nm
410,2,0,dn,nm
415,2,0,dn,nm
420,2,0,up,mv
425,2,0,dn,mv
430,2,0,dn,mv
435,2,0,dn,mv
440,2,0,dn,nm
445,2,0,dn,nm
450,2,0,dn,mv
455,2,0,up,nm
460,2,0,dn,nm
465,2,0,up,nm
470,2,0,dn,nm
475,2,0,dn,nm
480,2,0,dn,nm
485,2,0,up,mv
490,2,0,dn,nm
495,2,0,dn,mv
500,2,0,dn,mv
505,2,0,up,mv
510,2,0,dn,nm
515,2,0,dn,nm
520,2,0,dn,nm
525,2,1,dn,mv
530,2,1,dn,mv
535,2,1,up,mv
540,2,1,dn,mv
545,2,1,dn,nm
550,2,1,up,mv
555,2,1,dn,mv
560,2,1,dn,mv
565,2,1,dn,mv
570,2,1,up,mv
575,2,1,up,mv
580,2,1,up,mv
585,2,1,up,nm
590,2,1,up,nm
595,2,1,up,mv
600,2,1,dn,mv
605,2,1,up,mv
610,2,1,dn,mv
615,2,1,dn,nm
620,2,1,dn,mv
625,2,1,up,mv
630,2,1,dn,mv
635,2,1,dn,mv
640,2,1,dn,mv
645,2,1,up,mv
650,2,1,up,mv
655,2,1,dn,nm
660,2,1,dn,nm
665,2,1,up,nm
670,2,1,dn,nm
675,2,1,up,nm
680,2,1,up,nm
685,2,1,dn,nm
690,2,1,up,nm
695,2,1,up,nm
700,2,1,dn,mv
705,2,1,dn,mv
710,2,1,up,mv
715,2,1,up,mv
720,2,1,dn,mv
725,2,1,up,mv
730,2,1,dn,mv
735,2,1,dn,nm
740,2,1,up,nm
745,2,1,up,nm
750,2,1,dn,nm
755,2,1,up,nm
760,2,1,dn,mv
765,2,1,up,mv
770,2,1,dn,nm
775,2,1,dn,nm
780,2,1,dn,mv
785,2,1,up,nm
790,2,1,dn,nm
795,2,1,up,nm
800,2,1,dn,nm
805,2,1,up,nm
810,2,1,dn,nm
815,2,1,dn,nm
820,2,1,up,nm
825,2,1,up,nm
830,2,1,dn,mv
835,2,1,up,mv
840,2,1,up,mv
845,2,1,up,mv
850,2,1,up,nm
855,2,1,up,nm
860,2,1,up,mv
865,2,1,dn,nm
870,2,1,dn,nm
875,2,1,up,mv
880,2,1,dn,nm
885,2,1,dn,nm
890,2,1,dn,nm
895,2,1,dn,nm
900,2,1,dn,nm
905,2,1,dn,nm
910,2,1,dn,mv
915,2,1,dn,nm
920,2,1,dn,nm
925,2,1,dn,nm
930,2,1,up,nm
935,2,1,dn,nm
940,2,1,dn,nm
945,2,0,up,nm
950,2,0,dn,mv
955,2,0,up,mv
960,2,0,up,nm
965,2,0,dn,nm
970,2,0,up,nm
975,2,0,dn,mv
980,2,0,dn,nm
985,2,0,dn,nm
990,2,0,dn,nm
995,2,0,up,mv
1000,2,0,up,mv
1005,2,0,dn,nm
1010,2,0,dn,nm
1015,2,0,dn,nm
1080,3,0,up,nm
1085,3,0,dn,nm
1090,3,0,dn,nm
1095,3,0,up,nm
1100,3,0,up,nm
1105,3,0,dn,nm
1110,3,0,up,nm
1115,3,0,dn,mv
1120,3,0,up,nm
1125,3,0,dn,nm
1130,3,0,dn,nm
1135,3,0,up,nm
1140,3,0,dn,nm
1145,3,0,dn,nm
1150,3,0,dn,nm
1155,3,0,up,nm
1160,3,0,dn,mv
1165,3,0,dn,mv
1170,3,0,up,nm
1175,3,0,up,mv
1180,3,0,dn,nm
1185,3,0,dn,mv
1190,3,0,dn,mv
1195,3,0,up,mv
1200,3,0,up,mv
1205,3,0,up,nm
1210,3,0,up,nm
1215,3,0,up,mv
1220,3,0,dn,nm
1225,3,0,dn,mv
1230,3,0,up,mv
1235,3,0,up,mv
1240,3,0,up,mv
1245,3,0,up,mv
1250,3,0,up,mv
1255,3,0,dn,nm
1260,3,0,dn,mv
1265,3,0,dn,mv
1270,3,0,up,nm
1275,3,0,dn,mv
1280,3,0,dn,nm
1285,3,0,dn,mv
1290,3,0,dn,nm
1295,3,0,up,nm
1300,3,0,dn,nm
1305,3,0,up,mv
1310,3,0,up,mv
1315,3,0,dn,nm
1320,3,0,dn,mv
1325,3,0,up,mv
1330,3,0,up,mv
1335,3,0,up,mv
1340,3,0,up,nm
1345,3,0,up,mv
1350,3,0,up,mv
1355,3,0,dn,nm
1360,3,0,dn,nm
1365,3,0,up,nm
1370,3,0,up,nm
1375,3,0,dn,mv
1380,3,0,up,mv
1385,3,0,up,mv
1390,3,0,up,mv
1395,3,0,up,mv
1400,3,0,dn,mv
1405,3,0,up,nm
1410,3,0,up,mv
1415,3,0,up,mv
1420,3,0,dn,nm
1425,3,0,up,nm
1430,3,0,dn,nm
1435,3,0,dn,nm
0,3,0,dn,mv
5,3,0,dn,nm
10,3,0,up,nm
15,3,0,up,mv
20,3,0,dn,nm
25,3,0,up,nm
30,3,0,dn,mv
35,3,0,up,mv
40,3,0,up,mv
45,3,0,up,mv
50,3,0,up,nm
55,3,0,up,nm
60,3,0,up,nm
65,3,0,dn,nm
70,3,0,up,nm
75,3,0,dn,nm
80,3,0,dn,nm
85,3,0,up,mv
90,3,0,dn,mv
95,3,0,dn,mv
100,3,0,dn,mv
105,3,0,dn,mv
110,3,0,dn,nm
115,3,0,dn,nm
120,3,0,dn,nm
125,3,0,up,nm
130,3,0,up,mv
135,3,0,dn,mv
140,3,0,up,mv
145,3,0,dn,mv
150,3,0,dn,mv
155,3,0,dn,mv
160,3,0,up,nm
165,3,0,dn,mv
170,3,0,dn,nm
175,3,0,up,mv
180,3,0,up,mv
185,3,0,dn,mv
190,3,0,up,mv
195,3,0,up,nm
200,3,0,up,nm
205,3,0,up,mv
210,3,0,dn,nm
215,3,0,up,nm
220,3,0,up,mv
225,3,0,dn,mv
230,3,0,up,mv
235,3,0,dn,nm
240,3,0,dn,mv
245,3,0,dn,nm
250,3,0,up,mv
255,3,0,up,mv
260,3,0,dn,nm
265,3,0,dn,mv
270,3,0,dn,mv
275,3,0,up,nm
280,3,0,up,mv
285,3,0,dn,mv
290,3,0,dn,nm
295,3,0,dn,mv
300,3,0,dn,mv
305,3,0,up,nm
310,3,0,up,mv
315,3,0,dn,nm
320,3,0,up,nm
325,3,0,dn,mv
330,3,0,up,nm
335,3,0,dn,mv
340,3,0,up,mv
345,3,0,dn,mv
350,3,0,dn,mv
355,3,0,up,mv
360,3,0,up,mv
365,3,0,dn,nm
370,3,0,up,nm
375,3,0,dn,mv
380,3,0,dn,mv
385,3,0,dn,mv
390,3,0,up,mv
395,3,0,up,mv
400,3,0,up,mv
405,3,0,up,mv
410,3,0,up,mv
415,3,0,up,mv
420,3,0,up,mv
425,3,0,dn,nm
430,3,0,up,mv
435,3,0,dn,nm
440,3,0,up,nm
445,3,0,dn,nm
450,3,0,up,mv
455,3,0,up,mv
460,3,0,dn,nm
465,3,0,dn,nm
470,3,0,up,nm
475,3,0,dn,nm
480,3,0,dn,mv
485,3,0,up,mv
490,3,0,up,mv
495,3,0,up,mv
500,3,0,up,nm
505,3,0,up,nm
510,3,0,dn,nm
515,3,0,dn,nm
520,3,0,up,mv
525,3,1,dn,nm
530,3,1,dn,mv
535,3,1,dn,mv
540,3,1,up,mv
545,3,1,up,nm
550,3,1,dn,nm
555,3,1,dn,mv
560,3,1,up,mv
565,3,1,dn,mv
570,3,1,dn,mv
575,3,1,up,nm
580,3,1,up,mv
585,3,1,dn,mv
590,3,1,up,mv
595,3,1,up,mv
600,3,1,up,mv
605,3,1,dn,mv
610,3,1,dn,mv
615,3,1,up,nm
620,3,1,dn,mv
625,3,1,dn,mv
630,3,1,up,mv
635,3,1,up,mv
640,3,1,up,mv
645,3,1,dn,mv
650,3,1,dn,mv
655,3,1,up,mv
660,3,1,up,mv
665,3,1,up,nm
670,3,1,up,nm
675,3,1,dn,nm
680,3,1,dn,nm
685,3,1,up,nm
690,3,1,dn,mv
695,3,1,up,mv
700,3,1,dn,mv
705,3,1,dn,mv
710,3,1,dn,mv
715,3,1,dn,nm
720,3,1,dn,mv
725,3,1,up,mv
730,3,1,up,mv
735,3,1,up,mv
740,3,1,up,nm
745,3,1,up,nm
750,3,1,up,nm
755,3,1,up,nm
760,3,1,up,nm
765,3,1,up,nm
770,3,1,up,nm
775,3,1,up,nm
780,3,1,up,nm
785,3,1,dn,nm
790,3,1,dn,nm
795,3,1,dn,nm
800,3,1,dn,nm
805,3,1,dn,nm
810,3,1,up,nm
815,3,1,up,nm
820,3,1,dn,nm
825,3,1,up,nm
830,3,1,up,nm
835,3,1,dn,nm
840,3,1,up,nm
845,3,1,dn,nm
850,3,1,up,mv
855,3,1,up,mv
860,3,1,up,nm
865,3,1,up,mv
870,3,1,up,mv
875,3,1,dn,nm
880,3,1,dn,nm
885,3,1,dn,nm
890,3,1,up,mv
895,3,1,dn,mv
900,3,1,dn,mv
905,3,1,dn,nm
910,3,1,up,nm
915,3,1,dn,nm
920,3,1,dn,mv
925,3,1,up,nm
930,3,1,dn,nm
935,3,1,up,mv
940,3,1,dn,mv
945,3,0,up,mv
950,3,0,up,mv
955,3,0,dn,nm
960,3,0,up,nm
965,3,0,dn,mv
970,3,0,up,nm
975,3,0,dn,nm
980,3,0,up,nm
985,3,0,dn,nm
990,3,0,up,nm
995,3,0,dn,nm
1000,3,0,dn,nm
1005,3,0,dn,nm
1010,3,0,up,nm
1015,3,0,up,mv
1080,4,0,dn,mv
1085,4,0,up,nm
1090,4,0,up,nm
1095,4,0,up,nm
1100,4,0,dn,nm
1105,4,0,up,nm
1110,4,0,dn,nm
1115,4,0,up,nm
1120,4,0,up,nm
1125,4,0,dn,nm
1130,4,0,up,mv
1135,4,0,dn,nm
1140,4,0,dn,nm
1145,4,0,dn,nm
1150,4,0,up,nm
1155,4,0,dn,nm
1160,4,0,dn,nm
1165,4,0,dn,mv
1170,4,0,up,nm
1175,4,0,up,nm
1180,4,0,up,nm
1185,4,0,up,nm
1190,4,0,up,nm
1195,4,0,dn,nm
1200,4,0,dn,nm
1205,4,0,up,nm
1210,4,0,up,nm
1215,4,0,dn,nm
1220,4,0,up,nm
1225,4,0,dn,nm
1230,4,0,dn,nm
1235,4,0,up,nm
1240,4,0,dn,nm
1245,4,0,up,nm
1250,4,0,up,mv
1255,4,0,dn,nm
1260,4,0,up,mv
1265,4,0,dn,nm
1270,4,0,up,mv
1275,4,0,dn,nm
1280,4,0,dn,mv
1285,4,0,dn,mv
1290,4,0,dn,mv
1295,4,0,dn,mv
1300,4,0,dn,mv
1305,4,0,up,mv
1310,4,0,dn,mv
1315,4,0,up,mv
1320,4,0,dn,mv
1325,4,0,dn,mv
1330,4,0,dn,mv
1335,4,0,dn,nm
1340,4,0,up,mv
1345,4,0,dn,mv
1350,4,0,up,mv
1355,4,0,dn,mv
1360,4,0,dn,nm
1365,4,0,dn,nm
1370,4,0,dn,mv
1375,4,0,up,mv
1380,4,0,dn,mv
1385,4,0,dn,nm
1390,4,0,dn,nm
1395,4,0,up,nm
1400,4,0,dn,nm
1405,4,0,dn,mv
1410,4,0,up,nm
1415,4,0,dn,mv
1420,4,0,up,nm
1425,4,0,dn,mv
1430,4,0,up,mv
1435,4,0,dn,mv
0,4,0,up,nm
5,4,0,up,mv
10,4,0,dn,mv
15,4,0,dn,nm
20,4,0,dn,mv
25,4,0,up,mv
30,4,0,up,mv
35,4,0,dn,nm
40,4,0,up,nm
45,4,0,dn,mv
50,4,0,dn,nm
55,4,0,up,nm
60,4,0,up,nm
65,4,0,dn,mv
70,4,0,up,nm
75,4,0,dn,mv
80,4,0,up,nm
85,4,0,dn,mv
90,4,0,up,nm
95,4,0,up,nm
100,4,0,dn,nm
105,4,0,dn,nm
110,4,0,dn,mv
115,4,0,dn,mv
120,4,0,up,mv
125,4,0,up,mv
130,4,0,up,nm
135,4,0,dn,nm
140,4,0,dn,nm
145,4,0,up,nm
150,4,0,dn,mv
155,4,0,dn,mv
160,4,0,dn,mv
165,4,0,up,mv
170,4,0,up,mv
175,4,0,up,nm
180,4,0,up,mv
185,4,0,dn,mv
190,4,0,dn,mv
195,4,0,up,mv
200,4,0,dn,mv
205,4,0,up,mv
210,4,0,dn,mv
215,4,0,up,mv
220,4,0,up,mv
225,4,0,up,nm
230,4,0,up,mv
235,4,0,dn,nm
240,4,0,dn,mv
245,4,0,dn,mv
250,4,0,up,nm
255,4,0,up,nm
260,4,0,dn,mv
265,4,0,dn,mv
270,4,0,up,nm
275,4,0,dn,nm
280,4,0,up,mv
285,4,0,dn,mv
290,4,0,dn,mv
295,4,0,dn,mv
300,4,0,up,mv
305,4,0,dn,mv
310,4,0,up,nm
315,4,0,up,mv
320,4,0,dn,mv
325,4,0,dn,mv
330,4,0,dn,mv
335,4,0,dn,nm
340,4,0,up,mv
345,4,0,dn,nm
350,4,0,dn,nm
355,4,0,dn,mv
360,4,0,up,mv
365,4,0,dn,mv
370,4,0,up,nm
375,4,0,up,mv
380,4,0,up,mv
385,4,0,dn,mv
390,4,0,up,nm
395,4,0,up,nm
400,4,0,dn,mv
405,4,0,up,mv
410,4,0,up,mv
415,4,0,up,mv
420,4,0,up,mv
425,4,0,up,mv
430,4,0,up,mv
435,4,0,up,mv
440,4,0,up,mv
445,4,0,dn,mv
450,4,0,dn,mv
455,4,0,dn,mv
460,4,0,up,mv
465,4,0,up,mv
470,4,0,up,nm
475,4,0,dn,mv
480,4,0,up,mv
485,4,0,dn,mv
490,4,0,dn,mv
495,4,0,dn,nm
500,4,0,dn,mv
505,4,0,up,nm
510,4,0,dn,mv
515,4,0,dn,mv
520,4,0,up,mv
525,4,1,up,mv
530,4,1,up,nm
535,4,1,up,nm
540,4,1,up,nm
545,4,1,dn,mv
550,4,1,dn,mv
555,4,1,up,mv
560,4,1,dn,mv
565,4,1,up,mv
570,4,1,up,mv
575,4,1,dn,mv
580,4,1,up,mv
585,4,1,dn,nm
590,4,1,up,mv
595,4,1,dn,mv
600,4,1,dn,mv
605,4,1,dn,nm
610,4,1,dn,nm
615,4,1,dn,nm
620,4,1,up,nm
625,4,1,dn,mv
630,4,1,dn,mv
635,4,1,up,mv
640,4,1,dn,nm
645,4,1,dn,mv
650,4,1,up,nm
655,4,1,dn,nm
660,4,1,up,mv
665,4,1,dn,mv
670,4,1,dn,mv
675,4,1,dn,mv
680,4,1,dn,mv
685,4,1,dn,mv
690,4,1,dn,mv
695,4,1,dn,mv
700,4,1,dn,nm
705,4,1,dn,mv
710,4,1,up,mv
715,4,1,up,mv
720,4,1,up,nm
725,4,1,up,mv
730,4,1,dn,mv
735,4,1,up,mv
740,4,1,up,mv
745,4,1,up,nm
750,4,1,up,mv
755,4,1,dn,mv
760,4,1,up,mv
765,4,1,dn,mv
770,4,1,dn,nm
775,4,1,dn,nm
780,4,1,dn,nm
785,4,1,up,nm
790,4,1,dn,nm
795,4,1,up,mv
800,4,1,up,mv
805,4,1,dn,mv
810,4,1,dn,mv
815,4,1,up,mv
820,4,1,dn,mv
825,4,1,dn,mv
830,4,1,dn,mv
835,4,1,up,mv
840,4,1,dn,mv
845,4,1,up,mv
850,4,1,up,mv
855,4,1,up,nm
860,4,1,dn,nm
865,4,1,up,nm
870,4,1,dn,nm
875,4,1,dn,nm
880,4,1,up,mv
885,4,1,dn,nm
890,4,1,dn,nm
895,4,1,dn,mv
900,4,1,up,nm
905,4,1,dn,mv
910,4,1,dn,mv
915,4,1,dn,mv
920,4,1,dn,nm
925,4,1,up,nm
930,4,1,dn,nm
935,4,1,up,nm
940,4,1,dn,mv
945,4,0,up,nm
950,4,0,dn,mv
955,4,0,up,nm
960,4,0,up,nm
965,4,0,up,nm
970,4,0,up,nm
975,4,0,up,nm
980,4,0,up,nm
985,4,0,dn,nm
990,4,0,up,nm
995,4,0,dn,nm
1000,4,0,up,nm
1005,4,0,up,nm
1010,4,0,up,nm
1015,4,0,dn,nm
1080,5,0,up,nm
1085,5,0,up,nm
1090,5,0,dn,nm
1095,5,0,dn,nm
1100,5,0,up,nm
1105,5,0,dn,nm
1110,5,0,up,nm
1115,5,0,up,nm
1120,5,0,up,nm
1125,5,0,dn,nm
1130,5,0,up,nm
1135,5,0,dn,nm
